,Title,Course,Task2.1,Post_text,Categories,Instr_text
120,Gaslight: Marriage movie or not?,marriageandmovies-001,1,"I was watching the fifth lecture, and when Professor Basinger asked for us to try to figure out which movies were marriage movies and which weren't, the first film that popped into my head was Gaslight (1944), with Ingrid Bergman, Charles Boyer, Angela Lansbury and Joseph Cotten. So I started thinking about it. It's certainly not strictly a marriage movie, more like film noir, but I was thinking about Professor Basinger's question as to whether the plot hinged on the characters being married or not. I think in this case, it absolutely does. In what other situation besides marriage could Charles Boyer have exercised that kind of power over Ingrid Bergman (unless he was another member of her family, a father or a brother)? The two of them have to live in the same house and she has to trust him enough to do what he wants and believe what he says. I don't think the film would be as suspenseful as it is if they were merely two people living together, even if he did know about her aunt's murder and carried out all the same actions. The fact that he is her husband makes the events of the film more potent and horrifying--it makes it even harder for her to get away, and because he's her husband it doesn't occur to her that he is the instigator, so she blames her own mind. Thoughts, anyone? Anne",elaborates,"Interesting case. If I had to come up with an argument for it NOT being a marriage movie, I think it would be that the marriage in the film is not really a legitimate marriage, but rather a means to the end of finding the jewels.Yes, William, that's an excellent point (and not made too harshly at all).
"
121,Married or Romantic Couples in Movies,marriageandmovies-001,"11,12.","Jeanine asked to post names of movie married couples. Tom Hanks and Meg Ryan : they are not married but they are becoming a romantic couple who breathes marriage, made for each other. Movies: - You've got mail - Sleepless in Seattle 
Tom Hanks and Meg Ryan are definitely a modern day movie couple in the classical sense, although they have not worked together of late. Some movie couples from yesteryear might include: Hepburn and Tracy Rogers and Astaire Errol Flynn and Olivia De Havilland William Powell and Myrna Loy (even beyond the Thin Man movies) 
 I enjoy Tom Hanks & Meg Ryan together. They both are sweet & ""have goodness"" in them. I wonder if there are any movies made, from 1940s to present that show how couples handle the doldrums of marriage? The woman busy with cooking, cleaning, & raising children, husband busy with career & how they put the magic back into their marriage as the boredom sets & they realize what they will be losing??? 
 From TV how about Rob and Laura Petrie from the Dick Van Dyke show? Or even earlier Margaret and Jim Anderson from Father Knows Best? I thought both these couples were very realistic in the way they related to each other. 
Debbie Reynolds and Tony Randolph Doris day and David Nevin Debbie Reynolds and Eddie Fisher
Reynolds & Fisher were married--Carry Fisher (Star Wars=Princess Leia their daughter) Liz Taylor and Richard Burton Doris Day and Rock Hudson Nicole Kidman and Tom Cruise Brad Pitt and Angelina Jolie Woody Allen and Dianne Keaton 
One married couple from television that I thought showed real chemistry when they were working together was Bill Cosby and Phylicia RashÄd from ""The Cosby Show"". 
The African Queen. They are not married, although very much like a marriage.
I'm not sure I would classify The African Queen as a marriage movie. Yes Kate and Bogie bicker and fight and eventually reach a happy ending, but I think this is a romantic film with a subplot of war that leads to their marriage near the end of the movie.Romancing the Stone with Kathleen Turner and Michael Douglas. They were just lovely in that movie and, I think, had the chemistry to make it believable. 
They continued the relationship in Jewel of the Nile",resolves,
122,Film 3: THE MARRYING KIND (Cukor 1952),marriageandmovies-001,2,"I liked this film much more then the last. It was more interesting but there was a moment that was a bit, that seemed never ending, and I had asked myself when will it end., jes seems like I am trapped. Similar to the characters in the film at the boys death and not able to cope(which is a common theme) some kid gets sick, dies, gets taken... Anyways I could(I have seen and heard Ruth Gordon in many films) notice a pattern of speech I had recognized in like Every Which Way but Lose Clint Eastwood film series and other movies she was in. Same way I can recognize a cadence in speech with David Mamet, Woody Allen, and even Quinton Tarantino. 
Is there a way to stream The Marrying Kind? 
",elaborates," Please refrain from posting links on the discussion board. I deleted your post because it contained illegal link. As said on the Announcements page: ""We do ask that you refrain from posting streaming/download links to films on the discussion boards. As well-intentioned as it may be, that practice infringes on copyright law in a way that may compromise Coursera and Wesleyan."" Thank you.  I agree, that and some other sites are well known to contain malware which may cause great damage to computer. Just something to bear in mind when posting uncertain links for other people's use, you may be easily doing them harm. 
"
123,Cecil B De Mille in Photoplay- What Does Marriage Mean? by Adela Rogers St John,marriageandmovies-001,1,"I thought that some might want to take a look at the interview De Mille gave Photoplay http://goo.gl/MxJN4f 
 http://goo.gl/8cWXO4",resolves,
124,Supplemental readings?,marriageandmovies-001,1,"Are there specific chapters/sections that we peruse each week from the suggested readings? I'd love to know what to focus on aside from Professor Basinger's book. In an ideal world I'd read them all in their entirety, but I don't think that's going to happen! 
",resolves,
125,MADE FOR EACH OTHER (Cromwell 1939),marriageandmovies-001,1,"Jimmy Stewart and Carole Lombard are pretty believable as a young struggling couple. Had to chuckle though how they ""fast forward"" thru her pregnancy. Enjoyed the MIL, watching her character shift somewhat although her initial reaction to her new DIL was quite dramatic. Just curious but was ""John"" every directors favorite name for leading males??? 
What's a ""MIL"" and ""DIL"" ?
MIL = mother in law Dil = daughter in law SIL = son in law  I enjoyed watching this movie, but it did remind me of ""It's A Wonderful Life"" throughout the movie. I guess it's just the James Stewart way of seeing the world. For the era it was portraying, it came across as believable. 
",social,
126,just how wild are the orchids?,marriageandmovies-001,1,"Just as film allows audiences to experience luxury bathrooms and clothing vicariously, there is also the opportunity to safely contemplate crossing the boundaries of conventional relationships. In Wild Orchids, doesn't Garbo's character have a repulsion/attraction to the Prince's brute beating of a servant? She sees the beating, then recalls it when she sees him--is this a fantasy desire to be dominated? Initially he forces kisses on her, but later on, she kisses back. I was struck by how well she was able to communicate without dialog. In the clip that was part of the lecture, her disappointment at her husband's rejection of her Javanese outfit is so clear, from how her shoulders sag. . . We never learn how she came to be married to such a fuddy-duddy
",elaborates," You have a good point there when asking ""How she came to be married to such a fuddy-duddy?"". Do you think that is part of the structure Professor Basinger talked about in her lectures - that in the end audience wants to see marriage saved, no matter how passionless it seems to be? There is a great deal of passion in Lillie's relationship with the Prince, but in the end she proclaims her love for her husband although we haven't seen much of it in the course of the film. What do you think are the reasons for such ending? Is it a true happily-ever-after? And what can we deduce about the society's view on marriage in that era from this film, was passion important for them in marriage or something else?  There does seem to be a faintly S&M quality in Mrs. Sterling's relationship with the prince. As to her initially attraction to her husband, he's wealthy and older, so he's got sort of a ""father-figure"" appeal to him perhaps (?). As to the ending, my take on it is that Mr. Sterling's expression of love or jealousy or whatever it was that drove him to consider murdering the prince seems to have sparked a little something in both Mr and Mrs Sterling (which, if you think about it, is even more perverse than her seemingly getting turned on by the prince meting out a whipping) . . . the film seems to be making some sort of (quasi-Freudian) connection between hunting and virality--it makes a big deal out of Mr. Sterling's hunting gear not having made it on board with him, the prince offers to lend him a rifle, and it's only when he finally gets his hands on the gun that he is able to rekindle his relationship with his wife. 
"
127,BioPics as marriage movies?,marriageandmovies-001,1," Many biographical films about a famous man or woman would probably qualify as marriage movies, since the marriage partner, and so the marriage, often plays a central role in the success of the lead character. For example, Coal Miner's Daughter wouldn't have been made without Mooney Lynn's (Tommy Lee Jones in the movie) role in making his wife Loretta Lynn's career. The Johnny Cash bio pic Walk the Line probably wouldn't have been made without June Carter Cash. Even the Iron Lady needed Dennis Thatcher. 
Good point. Actually Walk the Line was released in Brazil with the title ""Johnny and June"", focusing on the couple.
this is a good point, and a reason why defining the ""Marriage Movie"" is so complicated. Marriage being such a powerful social construct means that the BioPic is most often going to deal in some way with Marriage or Marriages in the case of Johnny, I keep thinking of something like Giant, where the marriage is not the cause of the drama but it is the constant and over lying theme. Is Family Drama another category? 
",social,
128,Were there copyright issues regarding Andy Warhol?,warhol-001,1," It occurred to me that Warhol walked a thin line by appropriating commercial art labels and iconic images in his work. Campbell's soup is apparently ok with it now, since they sold tomato soup in Warhol ""signed"" cans recently. What about then? 
 Don't know about soup, but Warhol silkscreened ""Flowers"" from a photograph lifted from a magazine. He didn't ask the photographer for permission. She sued. He lost. 
",social,
129,Today's New York Times Art Section Full of Warhol,warhol-001,1,"I was pleased today to open my copy of the New York Times and find a full page picture of Andy Warhol wearing a sandwich board of Race Riot at the Factory, 1964. The page is an ad from Christies. There is a Warhol quote: ""During the '60's, I think people forgot what emotions were supposed to be. And I don't think they've ever remembered."" The caption reads: ""The year was 1964. Photographs in newspapers across the United States revealed a terrible truth--the land of the free was a battlefield scarred by deeply rooted racial inequality. Amid these headlines, Andy Warhol produced a series of works depicting an attack on civil rights protesters in Birmingham, Alabama. Fifty years later, these groundbreaking works exemplify Warhol;s ability to create art that defined an era."" Another full page shows Warhol's Race Riot (1964) and invites readers to view it for an auction on Post-War and Contemporary Art on May 13. Another announcement from Blain di Donna Gallery announces Warhol:Jackie through May 17. Right under that is an announcement of an Acquavella Gallery showing of Jean Michel Basquiat Drawing : Work from the Schorr Family Foundation. I share this info just to underline that the materials we are engagng in this course are extremely timely in the broader art scene. Of course, that will not come as a surprise to most fellow students. We already seem to be Warholians to one extent or another. But it is so interesting to see that Warhol is very present still today. And if you have the luck to live in or near Manhattan, why don't you go to these events and share your impressions with the rest of us who live far from the Big Apple? 
I wish I were near Manhattan so I could attend a couple of these events!",resolves,
130,Marilyn Diptych 1962,warhol-001,1,"This work was done in the weeks after Marilyn Monroe's death in 1962. One of Warhol's themes was death and I think the right hand side shows that - as Marilyn fades away The work is certainly iconic and has been much-copied (Madonna springs to mind) and much-parodied (The Simpsons)
I intend to visit the Tate soon to view this art.
I do not agree that the ubiquitous repetition of Marilyn Monroe's face signifies death. Since each repetition is different but subtle I feel that there is a quality of alivness to the pictures.. John Breeskin  I think the coloured part means Life, celebrity, beauty ; the other half in black and white stands for Death, something that fades away ( life, beauty ... Who knows?).",resolves,
131,The Rolling Stones Andy Warhol Zippers and Sticky Fingers,warhol-001,1,"The 1970s witnessed a flood of open sexuality - post-Stonewall riot, birth of disco, Transcendental Meditation and Swinger's clubs are all coming signs of the sexual revolution. Sex, or rather, the more open attitude about it was everywhere. Warhol, a quiet, conservative Catholic homosexual must have had a sigh of relief - after having fully recovered from an assassination attempt (by Valerie Solanas) he surrounded himself with me and began to feverishly create works that walks the line between art and pornography. When asked to create the cover and concept for the Rolling Stones' ""Sticky Fingers"" album Warhol was quick to capitalize on the sexual allure of lead singer Mick Jagger (The image is NOT of Jagger by the way) and Warhol's casual remark to Jagger that it would be interesting to have an album cover with a zipper on it. When you undid the belt buckle, white cotton underwear stamped with Andy Warhol was revealed (it also served to protect the vinyl from the real metal zipper). Gone is the playful innuendo of a large banana (from the Velvet Underground) finding in this work, Warhol flaunting his voyeuristic sexuality (a male with a rather large penis), his interest in combing art with mass consumption (the album would be one of the Rolling Stones' most successful), along with the continuation of his fascination with provoking the boring. Please upflag this post if you've read it or bought the album! 
This was such great album cover! I remember seeing it on display in a record store at the time, and would've have bought it if I'd had enough money. Unfortunately, the zippers caused serious problems in the distribution process, such as tearing the cellophane wrappers and catching on each other in stacks. Andy must have conceived this as an artwork on the wall, and not packed into cartons sitting on forklifts. 
Alice Thanks for reading and replying to my post (maybe give it an up flag?) I worked for years at a record store and saw hundreds of this album fly out the door. It was too bad that later reissues did away with the real zipper and cloth undies ...
Warhol did a quite few album covers including Love you live.According to: http://kingydesignhistory2012.wordpress.com/2012/05/01/kay-post-6-musicgraphics/ RCA Records hired Warhol, along with another freelance artist, Sid Maurer, to design album covers and promotional materials. I wonder who Mick is biting and why. The hand looks feminine. However, given their relationship, it might be Keith. Yes, I know, there is no skull ring or have I the wrong hand. The count Basie is a little tamer and nothing risque about Hugo Winterhalter album. Both I think would be early work. 
Darryl: Thanks for commenting on my thread and it shows how quick corporate America is quick to capitaliz on the usccessful. The Gershwin cover comes from a drawing Warhol did in the 50s - probably reflecting the age of the music. If I saw the Basie out of context, I might even be hard pressed to vote it a Warhol cover. As for the Stone - no doubt - and maybe the hand is the hand that feed you. :-)
Awesome post man, I didn't know about the Sticky Fingers cover, but I find it very controversial even by today standards, a bold move for Warhol and the Rolling Stones.",social,
132,Porn as art ?,warhol-001,1,"It seems to me that Warhol is treating pornography in the same way, essentially, as he treated Campbell's Soup, in that he's taken something that already existed commercially ( even if ""underground"") and made it into art by putting the Warhol stamp on it. ""Blow Job"" is, I think, interesting as it's not unlike the product of the underground porn studios of the time who tended to offer more than they delivered in terms of content. The same is true of ""Hollywood"". I remember the posters for the film ""Barbarella"" prominently stating that ""She strips in space"" ( I've no idea if she did or not, I've never seen it but I'm confident that it wouldn't have been the ""full monty"".). 
Barbarella never stripped (in film ) . Guess Warhol took what was a common way of thinking and turned it upside down . His movies are hard to find i guess .
Oh yes she did! She was played by Jane Fonda. It was in the opening sequence of the movie. You must have seen a censored version. Perhaps, as a devout Catholic he was challenging his own religious beliefs. http://www.patheos.com/blogs/godandthemachine/2012/10/warhol/ 
Pornography is defined as writing or images designed to stimulate sexual excitement. It's constantly around us as entertainment. I'm watching Game of Thrones and that's a lot more graphic any any couch Andy had. The slippery slope of course is when there is lack of consent, or harm is being done. 
I've been thinking about this ( probably not good for me !) and it seems to me that , historically, there was no shortage of ""pornography"" in art, including plenty of homo-erotic depictions , from Ancient Greek and Roman vases and paintings through prints from Japan and China and ""secret works"" by Rowlandson etc and Aubrey Beardsley etc. So what was different here ? Is it the media that Warhol was using, is a ""pornographic"" photo somehow more ""pornographic"" than a lithograph ?",requests,
133,Warhol sex,warhol-001,1,"about sex and Warhol, i think he had a fixation on sex, homosexuality was part of his nature. a character not understood by society, being a mystery. In his works and films reflects this mystery and this fixation so sexual. featured erotic scenes in her movies. In his works was the same. It was a season that full of taboos but because he had great success on no matter what society thought.
",social,
134,Warhol's Homosexuality and Art - Culture,warhol-001,1,"I think it's interesting how many of the themes, subjects, and general creativity may be related back to Andy Warhol's homosexuality and his openness about it. Perhaps viewing the world as an ""outsider"" provided a very distinct viewpoint. Being different and open about it (also his dress, appearance) takes away inhibitions - removes the risk because he's already an outsider. It's not just how he reconciled his sexuality to religion, but how he reconciled his sexuality to life, America, culture, publicity.... As someone has mentioned: ""I don't see why his sexuality should matter"". Perhaps, in America in the 1960's - it really does matter. Was the art influence by his sexuality, and/or was his open living influenced by his art?
 Great point! I think his open living was influenced by his art. 
I think his sexuality is refleccted in his art. In his art but also in his appearence, as you said. Sexuality is something about yourself, is part of you. Without it, you may see things different. That is why I think that yes, what we see in his works is his identity.  As a lifelong follower of Andy Warhol, I am slightly ashamed to admit that I had forgotten the very homoerotic nature of Warhol's initial forays and failures into the world of ""fine art"" throughout the 1950s. The following is a touching and at times chilling profile of Andy Warhol that relies upon source material rather that conjecture and speculation... http://youtu.be/UQXpqQO4vaE 
One can easily speculate Warhol's once overt homoerotic content became ubiquitous and subvert as and after he attained the recognition and notoriety he claimed to desire.
Andy Warhol is very important for the queer culture. Considering his first films about the homoerotic content, we can say his one of the first film makers at this kind at his era. His homosexuality is liquid to all his work, point of view, full of symbolism and allegory. In this way, I believe that his homosexuality was something like an idea for him. 
I am sort of offended by the term queer for people who are gay. I always thought of Warhol as presenting an asexuality. I assumed that it was probably a pose and/or a way of keeping people guessing to increase the mystery and thereby the 'superstardom'. 
The first works that Warhol submitted to a fine art gallery, homoerotic drawings of male nudes, were rejected for being too openly gay.The fact that Warhol's homosexuality influenced his work and shaped his relationship to the art world is a major subject of scholarship on the artist and is an issue that Warhol himself addressed in interviews, in conversation with his contemporaries, and in his publications.Throughout his career, Warhol produced erotic photography and drawings of male nudes. Many of his most famous works
 http://www.gallerywarhol.com/andy-warhol-sex-parts-1978-FS-II.173.htm Don't forget the relationship between warhol's openly gay works and art market. The second one loves provocation and that always increases prices. Thats something we must have in mind with warhol, an artist that loved money, and he openly admitted! The openly gay works of warhol is another product of success of his ""factory""
I wonder how different his art would've been if he had taken a different path in his personal life and allowed himself to be openly gay? Perhaps the art would've come back to the same juncture of pop art because in the end he cared most about money and therefore needed to find a way to make art that allowed for that. However, it is interesting to speculate.",elaborates,
135,Warhol: celibacy homosexuality and the church.,warhol-001,2,"An interesting article: http://www.patheos.com/blogs/badcatholic/2012/10/andy-warhol-gay-and-catholic.html In the piece it states ""For Andy Warhol to be openly gay (he mentions heâd âalways had a lot of fun with that â just watching the expression on peopleâs facesâ¦) and at the same time intentionally celibate seems to represent a certain peace about the man, an intellectual separation of the sinless same-sex attraction and the sinful homosexual action, and an effort at communion with the teachings of the Catholic Church."" I thought this was very interesting, and gave a little insight into how Warhol might have reconciled his feelings for men while remaining devout in a religion that is not always known for it's acceptance of homosexuals. 
I find it very fascinating that he was so openly gay during a time when it was not at all accepted as is it today. Besides being a great artist, he was a strong man to be able to stand up and admit he was homosexual during a time when society did not recognize it. I wonder what he would think now about our society and homosexuality after 20 plus years after he died.
I think he was a very lonely soul despite being around many. He always seem sad.",elaborates,
136,The Philosophy of Andy Warhol (From A to B and Back Again),warhol-001,"2,3.","See Extract One in Week Two. I believe this tracks a simple arithmetic logic, but uses a discussion of sex to do so. It is about working a series of a, b logic statements but seeing if it can be made more meaningful to the reader by using attitudes to sex, and then men and women as the a and b variables. 
That book (great title!) is amazing and warholian in the sense that is all very contradictory: logical in its illogical premises, shallow and, because of that, full of deep insights, playful and serious. And it works. I think pop is that: when Nik Cohn talked about pop music he said that sanity and sense killed it. Could this be also applied to pop art? 
With regard to The [so called] Philosophy of Andy Warhol... In March 1974 Andy Warhol signed two book contracts with Harcourt Brace Jovanovich. One contract was for what would become The Philosophy of Andy Warhol (From A to B and Back Again) and the other for a book that Andy planned to do on PAULETTE GODDARD's life. Warhol agreed to give BOB COLACELLO half of the $35,000 advance to ""get him going"" on the proposal and outline. The books were to be titled The and Her (""and if and when Andy did an autobiography, that would be called Me"", according to Colacello). (BC207) The Paulette Goddard book never materialised (she wasn't very forthcoming with Hollywood gossip) and Pat Hackett ended up writing much of the Philosophy book. Bob Colacello gave her half of his advance. According to Colacello, Andy ""absolutely refused to consider"" giving Hackett a percentage of the book's future income and also ""gave her a curt turnoff"" when she asked for a credit - a byline - on the book. (BC208) Pat Hackett: ""On the first book, The Philosophy of Andy Warhol (From A to B and Back Again), I did eight separate interviews with Andy on the basis of which I wrote chapters 1 through 8 and chapter 10. Then, using material from conversations Andy had taped between himself and Bob Colacello and Brigid Berlin, I wrote the introductory chapter and chapters 9, 11, 12, 13 and 14. It was the first major project Andy and I had worked on together, and after the book was published, in 1975, he asked to co-author the second book with him - his memoirs of the sixties, which we decided to call Popism."" (AWDXV) Bob Colacello: ""I hadn't fully comprehended what I'd gotten myself into by ghostwriting the [Philosophy] book, until Andy was photographed for the cover of New York magazine, which had bought the first serial rights. They posed him in a closet, sitting at a typewriter, under a headline that read: 'Andy Warhol's Greatest Secret: He Likes to Write.' It finally hit me then - I was part of a big lie, and while it had lined my pockets, it robbed my ego of any hope of recognition. Pat Hackett probably felt even more ripped off: Nine chapters were wholly hers; four were mostly mine; one, 'The Tingle,' was Brigid's, and all three of us had worked on the prologue."" (BC309) From... http://www.warholstars.org/chron/philosophy.html 


 There was a recent panel discussion on YouTube between Bob Colacello, Brigid Berlin, and Vincent Fremont on Andy Warhol during which they shared, among other stories, anecdotes about how Bob Colacello would get stoned and ""channel"" the voice and philosophy of Andy Warhol while Brigid Berlin took dictation and helped keep Colacello in character. Bob Colacello was Andy Warhol's social collaborator, photographer, and travel companion, as well as editor of Warhol's Interview magazine for twelve years between 1970 and 1982. Brigid Berlin was one of Andy Warhol's ""Superstars"" and appeared in numerous Warhol films including ""Chelsea Girls"" in 1966 and ""Ciao! Manhattan"" in 1972 before working full time as a transcriptionist at Interview magazine from 1975 to beyond Warhol's death in 1987. Vincent Fremont has been working for Warhol since 1969 and was a central contributor to Warhol's film, television, and video forays before serving as vice president of Andy Warhol Enterprises and as one of the named founding members of the Andy Warhol Foundation for the Visual Arts as laid out in Warhol's last will & testament. Until the dissolution in October 2011 of the Andy Warhol Art Authentication Board to which he also consulted, Vincent Fremont held a lucrative position as the sole sales agent for artworks in the possession of the Andy Warhol Foundation for the Visual Arts. http://m.youtube.com/watch?v=i17g3wPDfa4 
 Denis, thank you for these. I'm loving so many of the forum contributions and references. You've given us a wealth of info and a springboard in just these two comments alone. I'm happily wasting hours perusing the warholstars.org site. It appears AW was comfortable appropriating more than images. He wasn't generous about giving others credit. So much for collaboration, I guess. What a complicated guy. As an aside, it hit me hard to learn that Jed Johnson(Jay's twin) died on TWA flight 800's crash on July 17, 1996 as my best friend also died in that crash. It was a NYC to Paris flight that crashed off Long Island. She was a homicide detective with the Portland(Oregon) Police Department. 45 years old. So sad.",requests,"One of the useful things to think through in relation to 'The Philosophy of Andy Warhol' is whether it reads as a manifesto of some kind. Various artists and artistic movements have written manifestoes - here is one by Claes Oldenburg, for instance. Warhol's book is divided into sections on 'Big Themes': Love, Fame, Work, Time, Art, etc. How are we to understand this book - does it straddle the line between autobiography and manifesto?Thanks, Julia - yes, that quote is on the back of my copy of Warhol's Philosophy: some endorsement! I haven't seen Warhol's book framed as a manifesto, but I wonder whether that would be a provocative or useful way of understanding it. It's probably too long, too anecdotalâ¦ and yet it does contain some of Warhol's most famous pronouncements and carefully crafted aphorisms. What do we require a manifesto to do?
"
137,Attempt to Murder Warhol : Altamont :: Heyday of The Factory : Woodstock,warhol-001,1,"As the idealism of the ""Summer of Love"" (1967) had its culmination at Woodstock (August 1969) and ended with the murder at Altamont (December 1969), so Andy's vision of an artistic utopia, The Factory, was permanently altered by the attempt on his life by an associate (June 1968). In both cases, a certain naivete about the possibility of collective cooperation was permanently lost. Andy's near-death experience made him, once again, a mirror of his culture, but this time in a most unwelcome way. 
Yes, and Andy took it further by making an artwork of a gun like the one that nearly killed him. I don't think many victims of violence would create an artwork based on their personal experience. The gun silkscreen must have been startling to contemporary society, and it certainly made a statement about the commodity and icon status of the gun at that time.",requests,
138,Printing money?,warhol-001,1,"It seems glaringly obvious now, but it never really occurred to me before that by making prints of dollar bills, Warhol was literally printing money. So not only was he appropriating the image and idea of the bill, he was mimicking its production too. The idea of the exposure of the commodification of art as a piece of art you hang on the wall is also really interesting. Art = money/money = art, therefore art is business. 
",elaborates,"Thanks so much for getting the ball rolling on this subject, Kirsty! You're absolutely right: Warhol's screenprints of dollar bills ask us to think about the different between printing/making money, and screenprinting money/making art. You can see one of these works here . One of the notable differences between Warhol's money prints and actual money is that there are gradations of distinction between the individual dollars in Warhol's work - smudges and smears like in some of his celebrity or Death and Disaster paintings - whereas every single dollar is exactly the same. Or is it? We probably need to draw a distinction between the 'dollar bills' works and the 'dollar signs' works, as their relationship to 'actual money' is somewhat different...An excellent reference, Tania - thanks so much for mentioning this book! For those looking for more reading on this topic, we'd also recommend Dirk Boll's 'Art for Sale', and Sarah Thornton's 'Seven Days in the Art World'. We'll be providing reading extracts from some of these texts later this week...
"
