,Title,Course,Task2.1,Categories,Post_text,Comment_text,Post_count,Comment_count
163,Did Warhol ever presented an in-depth critique of the culture of celebrity?,warhol-001,1,elaborates,"Through his interviews or his artwork? Or was he more of an artist that just explored (or laid bare?) the mechanism or dynamics of celebrity? 
I know it's unattractive to answer a question with a question, but could he present a critique of the culture of celebrity? From my impression he was too in love, too involved, and too driven by it to give any kind of critique or objective reading of celebrity culture.
I'm currently reading ""A More Beautiful Question"" so your question is not the least unattractive to many:-) 
Not that I know of. His mechanism was to present that critique as art rather than something more formal.
I agree with this. As noted, he was interested in the process of celebrity as much as the celebrity itself. Think of all of his media that used celebrity - visual, magazine, film. His images of reproduction of celebrities bring to mind Walter Benjamin's The Work of Art in the Age of Mechanical Reproduction.
Since critique can be defined as Observation, Analysis, Interpretation, and Evaluation, I'd say Warhol definitely was an acute observer, and he facilitated others to become acute observers. The screen test series helps viewers to develop (almost forces you into) observational critique of all the portraits you watch. Then it forces you to think of the whole history of portraiture before film. I think Marc's question showcases Warhol's too-close-and-too-in-love to perform an analysis or interpretation at the time. But as a director Warhol's evaluation of who to film, who to make prints of, and who to interview was key to the success of any project involving people, celebrities, or people he made into celebrities. As a director Warhol was a master of observational critique of his community of creatives. In relation to other art going on at the time Warhol could be seen as producing a responsive body of work that grew from his personal interpretation of the art world, advertising world, contemporary news, and entertainment world of the time. Warhol maintained such a neutral, step away-from-the-camera persona, that it's hard to say why he did anything, because he didn't actually say why. Now we can art historically interpret and analyze away. I'm looking forward to watching the MOOC and our art historian mentors work on Warhol. 
I agree that it would be tough for him to have a true critique of celebrity, particularly as he himself became more famous. From the outside looking in, it is easier to be objective, to remember what is the everyday person average. When you're in that world, though, when you yourself are famous, you must lose some of that objectivity, I believe. Things that used to be extravagant or exotic or even ""crazy"" may take on a more normal shade as they become part of your everyday existence. 
I appreciate that Marc has raised this important question. When I visited the National Portrait Gallery in London four years ago, I felt that many of the portraits of celebrities actually gave enticing insight into the lives of celebrities and invited me to want to know more about them. For example, there was a wonderful portrait of Germaine Greer by Paula Rego that I love to just look at and wonder about even though I know so little about the subject. To paint in this way, it seems to me that the artist has to be a little detached from the person and the celebrity-hood of the person being painted. In the case of Warhol, I believe that he was happy not to step outside of a self-referential celebrity loop that revealed little of the painter (himself) or the subject and does't really invite the individual gazing upon the painting to enter it. I mean, do we really know any more about Jackie, Marilyn or Liz Taylor because of his cultural production? That does not mean that they are not beautiful. But beautiful in . . . well, a marketing kind of aesthetic. 
I think the point is that we know less about the celebrity rather than more. Warhol is pointing to the creation #MATH To play on Hemingway, what is the difference between celebrities and non-celebrities? Celebrities are famous.
I just read over the postings and realized that Yong Hau Tan had initiated this thread. So my thanks to you for starting us out as well as to Marc and others who picked up the discussion. 
 I agree with the earlier post that AW offered less about the celebrity through the art he created. If we look at the process, he used images and techniques over and over and over..... He was distilling an idea, object or form for his own purpose, be it commercial gain or artistic endeavour. #MATH. Do we, as observers want for him to be offering a critique? Why is the art / work not in itself a whole or resolved outcome for the viewer? This post question is excellent because it raises more question than I can answer because it forces me to the question; what is it exactly that we want from art / artists? 
","I'm currently reading ""A More Beautiful Question"" so your question is not the least unattractive to many:-) 
I agree with this. As noted, he was interested in the process of celebrity as much as the celebrity itself. Think of all of his media that used celebrity - visual, magazine, film. His images of reproduction of celebrities bring to mind Walter Benjamin's The Work of Art in the Age of Mechanical Reproduction.
I think the point is that we know less about the celebrity rather than more. Warhol is pointing to the creation #MATH To play on Hemingway, what is the difference between celebrities and non-celebrities? Celebrities are famous.
",8,3
164,Lecture 5 - Trying to get my head around convolutional nets,neuralnets-2012-001,,elaborates,"So , what I have understood is this If we have, for instance, 4x4 image, we divide it into 4 2x2 patches, each patch provides n inputs to neuron, so we have 4 neurons #MATH and magically it gives us good results. Is that close?",,1,0
165,Cross entropy cost function when target is 0,neuralnets-2012-001,,resolves,"I'm not understanding the use of the softmax cost function. If a target is expected to be 0, then the cross entropy cost function doesn't seem to care what the output 'y' is. Why is this? I'm assuming during training, I would want the cost function to increase if my target is 0 and my output y is 1, thereby allowing the network to adjust the weights so that the output y is 0 to match target 0. Thanks.",,1,0
166,cannot download PDF slides for lecture 3 and 4,neuralnets-2012-001,,social,"
same here ..
I'm also experiencing this.
me too...
",,4,0
167,Lecture 1: y=xTw+b,neuralnets-2012-001,,resolves,,,0,0
168,Lecture 4.5 unavailable to download,neuralnets-2012-001,,social,"When I try to download lecture 4.5, I get the following error message: > System Error > > We are sorry, but an error has occurred and the details of the error > message is below. If this error message persists, please contact a > system administrator for more details. > > Error Message: Lecture not available for download. Could someone pleash check that?
I am getting the same error
yeah .. same here ..
me too",,4,0
169,Lecture 2b - last InVideo quiz question,neuralnets-2012-001,,resolves,"The answer to this question is wrong and the explanation does not match with the correct answer choice.
Yes, it's messed up as you describe.
I think so too. The math in the explanation is also wrong.

The correct answer should be the second, right?
Yes, second answer option does match the algorithm described, so that should be the correct one. Following first part of explanation given and the lecture, #MATH.

","Yes, it's messed up as you describe.

Yes, second answer option does match the algorithm described, so that should be the correct one. Following first part of explanation given and the lecture, #MATH.
",4,3
170,Lecture 2c - cone?,neuralnets-2012-001,,resolves,"Isn't the region between the (hyper)planes containing the sought weights that is described in this lecture really a pyramid and not a cone? I would imagine that the cross-section looking from the apex is a polygon and not a circle.
",,1,0
171,Lecture 2d in-lecture quiz explanation has nothing to do with the question,neuralnets-2012-001,,elaborates,"In the lecture 2d video the in-lecture quiz explanation provided has nothing to do with the quiz question #MATH.
I don't think the answer is correct. Does anyone know for sure? If so, I would appreciate seeing an explanation.
I think the answer to the quiz in the lecture is correctly stated as false. Here is my go at an explanation. Please correct me if I am wrong. If an input is misclassified, but in principle is correctly classifiable by a perceptron, then the hyperplane plane defined by the input vector forms a new boundary constraining the cone of feasible solutions. Let us call this hyperplane *h1*. And let us call the other hyperplane boundaries of the cone of feasible solutions *h2*, *h3*, etc. Since *h1* intersects *h2*, *h3*, etc. #MATH, any hyperplane parallel to *h1* will also intersect them. To get to the generously feasible solutions, we just have to find the parallel hyperplane *hg* separated from *h1* by a distance equal to the magnitude of the input vector. *hg* together with *h2*, *h3*, etc. now form a sub-region within the aforementioned cone of feasible solutions, giving us the cone of generously feasible solutions. Thus, assuming finite inputs and weights, the existence of a feasible solution space implies the existence of a generously feasible solution space. 
Thanks for the explanation. I'm not used to thinking in the weight-space #MATH. The realization that the cone extends to infinity while the inputs are finite makes this seem clear now. One question, the inputs are finite, but does it make sense to say the weights are finite? Any given weight is finite, but the full weight space extends to infinity and we may need arbitrarily large weights for your explanation to hold.","I don't think the answer is correct. Does anyone know for sure? If so, I would appreciate seeing an explanation.
Thanks for the explanation. I'm not used to thinking in the weight-space #MATH. The realization that the cone extends to infinity while the inputs are finite makes this seem clear now. One question, the inputs are finite, but does it make sense to say the weights are finite? Any given weight is finite, but the full weight space extends to infinity and we may need arbitrarily large weights for your explanation to hold. 
",2,2
172,Lecture 1a - In-video Quiz 3 Misleading terminology??,neuralnets-2012-001,,elaborates,"For the in-video quiz #3, it seems that the last sentence is very misleading, or wrong, unless I'm misunderstanding it. It says: The top-k error rate is the proportion of test set examples whose correct label is among the top-k predictions of the network. But this seems backwards.... I would think that the error rate is the proportion of test set examples whose correct label is ***NOT*** part of the top-k predictions. Am I daft???
Seems like a badly worded statement, I was confused too and got the answer wrong.
You are right, that wording is backwards.
And you might also want to post this in the Course Material Feedback forum.
I added to a list of typos in that forum. 
I had the same thought. ""The top-k error rate is the proportion of test set examples whose correct label is NOT among the top-k predictions of the network"" would fit the result that is considered correct better than ""The top-k error rate is the proportion of test set examples whose correct label is among the top-k predictions of the network.""","I added to a list of typos in that forum. 
",5,1
173,lecture 15f,neuralnets-2012-001,,resolves,"At about #TIMEREF in lecture 15f on shallow autoencoders for pre-training, Prof. Hinton says that pre-training was the first way discovered for initializing weights of deep neural nets but that there are now other ways (so pretraining is not necessary if there is lots of labelled data). What are some of those other ways of sensibly initializing a net?",,1,0
174,Does anybody understand 'the storage capacity of Hopfield Nets?',neuralnets-2012-001,,resolves,"Does anybody understand 'the storage capacity of Hopfield Nets?' I am referring to the first slide of Lecture 11b.
The net has N units. Each unit has a weighted connection to every other unit. It was observed that such a net can only distinguish 0.15*N memories; if you try to make it hold more than that, it confuses memories and makes mistakes. A memory is made up of the binary states #MATH bits. 
Sorry for -1 vote, I was using iPad and accidentally downvote your answer. Is it possible to cancel the vote? Thanks for the answer, number 0.15 puzzled me the most, but it seems it is an empirical value here. Right?","Sorry for -1 vote, I was using iPad and accidentally downvote your answer. Is it possible to cancel the vote? Thanks for the answer, number 0.15 puzzled me the most, but it seems it is an empirical value here. Right?",2,1
175,Rectified Linear Unit,neuralnets-2012-001,,resolves,"I understand that Rectified Linear Unit can deal with real value, not just [0,1]. (For NN with logistic units) Instructor mentioned that when weights are small (initial stage) and logistic function is linear near the 0, so network has little capacity in the beginning. From the above reason, I still think that RLU function is still almost linear, so the network still has low capacity. But I know that network with RLU doesn't have little capacity since it works very well with image datas. Can someone can explain this please?",,1,0
176,Final Exam question 16 (intent clarification request),neuralnets-2012-001,,resolves,"I'm not sure about the specific terminology as used here: ""Weight sharing introduces noise into the gradients of a network. This makes it equivalent to using a Bayesian model, which will help prevent overfitting. "" Does ""noise"" include deterministic effects on value, where the same training case (under the exact same conditions) will always produce the exact same (fixed) ""noise"" for a specific gradient ? ""Weight sharing reduces the number of parameters that need to be learned and can therefore be seen as a form of regularization. "" Does this refers to the total number of independent parameters in the net, or to the number of parameters that are affected by the average training case ? Thank you for any assistance 
",,1,0
177,Boltzmann distribution derivation (Lecture 11e),neuralnets-2012-001,,elaborates,"In lecture 11e the fact that energy probabilities for a Boltzmann machine are given by a Boltzmann distribution is mentioned without any proof. I looked up what seems to be the original paper #MATH is the same as that for a particle which has two energy states. A system of such particles in contact with a heat bath at a given temperature will eventually reach thermal equilibrium and the proba- bility of finding the system in any global state will then obey a Boltzmann distribution. Similarly, a network of units obeying this decision rule will eventually reach âthermal equilibriumâ and the relative probability of two global states will follow the Boltzman distribution"" This is unclear to me, even though I am not completely unfamiliar with statistical physics, and even have looked up a derivation of Boltzmann distribution from the Maxwell-Boltzmann statistics. Could anybody either explain it, or maybe point to some good references? [1]: #URLREF#URLREF~hinton/absps/#URLREF
The Perron-Frobenius Theorem implies that in a connected, non periodic system, there is a unique stable distribution. Then just verify that the the given distribution is invariant under the transition probabilities, and it must be that unique stable distribution.
Thank you, Douglas! It is an interesting idea, but I am being stupid and am not sure how to ""verify"" that #MATH. Then the statement is that the distribution will not change. Correct? Hmm.
For each $$i$$, check that updating the $$i$$th unit preserves the Boltzman distribution: For each set of values elsewhere, pair the prior cases of $$s_i = 0$$ and $$s_i = 1$$. These start with the same proportion as the result, so there is no change.
At thermal equilibrium the assumption of detailed balance holds, i.e., if $$W(A\rightarrow B)$$ is the probability of making a transition from configuration A to configuration B, $$W(B\rightarrow A)$$ is the probability of making a transition from B to A and $$P(A)$$ amd $$P(B)$$ are the probabilities of being in configuration A and B respectively, then at thermal equilibrium: $$W(A\rightarrow B)P(A)=W(B\rightarrow A)P(B)$$ From here you can derive the Boltzmann distribution, but its a bit involved. This discussion of [statistical mechanics](#URLREF?sa=t&rct=j&q=&source=web&cd=20&ved=0CKEBEBYwEw&url=#URLREF#URLREF#URLREF&ei=dsytUMnuApHWsgbS84GwAw&usg=AFQjCNHqDEyCJSR9FzpHPwLvKFbXGpl7YA| statistical mechanics ""statistical mechanics"") might help (see page 16). Alternatively, put in the equations given by Prof. Hinton, turn the crank a while and you can convince yourself that detailed balance is satisfied. Going deeper will take you far beyond this course. This material is usually covered in courses on Monte Carlo simulations, so googling that with detailed balance will give you lots of reading material. 
Thanks for the link. It makes for a good read.
Thank you, both Douglas and Anonymous! Let me see what I can get out of it. So let us assume the network is in the equilibrium,and so the ""detailed balance"" holds true. Let us denote by $$P_1$$ the probability that the network is in a certain state with energy $$E_1$$, where a unit $$i$$ has a value 1, and by $$P_0$$ the probability of the same state, but with this unit having value 0 #MATH}$$ and this concludes the proof. Note that I did not use the thermal equilibrium here! There should clearly be a flaw in this argument, but I cannot find it...
Yes. I suspect the flaw is in this multilying by $$p_{rest}$$: there is a hidden assumption there that probability of the state apart from the unit $$i$$ (a) depends only on the energy and (b) does not depend on the value of $$i$$. But in general this is not true, as unit $$i$$ projects back. This is true only in the case of thermal equilibrium, so that is how it sneaks in.
Anonymous- I don't think we need detailed balance here. That's for Metropolis Hastings, if we're doing MCMC. In this case, our transitions are just Gibbs; we only need to prove that the induced Markov chain is regular in order to prove it has a unique stationary distribution. Dmitry, what are you trying to prove/derive here? I'm not clear on what you are assuming, and what you are trying to prove from your assumptions. Let me give it a stab: **Assume** that we have Boltzmann machines as specified in the class. In particular, assume we have 1. links with weights on them, 2. nodes that take on the value 0 or 1, 3. a configuration energy that is the sum of the weights where both ends of the link of the weight are on 4. and the probability of that configuration is the exponential of the -energy divided by the partition function, where the partition function is the sum of the exponentials of the energies for all configurations And then **prove** that if we transition by picking a random node and then changing it according to the probability rule $$p(s_i = 1) = \sigma(\Sigma w_{ij}s_j)$$, we settle into the stationary distribution. Is that what you're trying to prove? And in proving that, you'd also have to prove that the stationary distribution exists and is unique.
Hi Anne, thanks for joining in. Isn't the fourth point you are suggesting to assume exactly what you are then asking me to prove? Let me clarify: I assume your first three points plus a transition rule. Ideally, I would like to prove two things: (a) such a network will inevitably arrive to a stationary distribution, and (b) this will be Boltzmann's distribution. But I am also happy to be a bit sloppy and assume (a) as well, so the only thing I would really like to derive, is Boltzmann's distribution. Actually it seems to me that the first derivation I provided above (starting from detailed balance) is correct.
Dmitry, if you only assume #MATH above, how can you even make any statement about probability? You haven't defined either a probability distribution or a transition function, so how can you talk about a stationary distribution? You've defined a configuration energy, but nothing about any relationship between one configuration and another. [edited to add: This was a stupid comment, see below.]
I don't assume your first three points only, ""I assume your first three points plus a transition rule""! By transition rule I meant $$p#MATH$$.
OK, sorry! I missed that. So now, with #MATH$$ is the probability of transitioning to $$s$$ from $$s_p$$? That shouldn't be too bad-- for every state, there are only $$n+1$$ ways of transitioning to it. 
Sounds like another way to prove it, yes. But for now I am satisfied with the proof outlined above: it is so simple that one hardly needs anything else.
 A Boltzmann machine is a thermodynamic system. At thermal equilibrium detailed balance must hold. If it doesn't then the system is not in thermal equilibrium. If you assume thermal equilibrium and make a few mild assumptions about the form of the energy function, then you can show that the Boltzmann distribution is the unique stationary distribution. Nothing else is needed. However, this is not a course on statistical physics. If your are interested check out Reif's book; however, this is going to take you far beyond what is necessary to understand how Prof. Hinton uses Restricted Boltzmann Machines.
Can we clarify the definition of detailed balance? The way I learned it, detailed balance is that $$p#MATH$$ term, and we haven't yet discovered even unnormalized probabilities for the states.
Only at thermal equilibrium can you assume that the number of a configuration is proportional to exp#MATH is the by-product of the Boltzmann distribution. You should not try to derive Boltzmann distribution from the transition probability. 
Interesting. There are different ways of understanding this. With thermal equilibrium, you can easily go from Boltzmann distribution to the transition rule. With Markov chain, you can start with the transition rule and end up with the Boltzmann distribution. Is this what you mean, Anne?
By the way, can anybody point me to a book or article systematically connecting thermodynamics with neural networks? Hopfield nets as Ising models etc. I would really like to see all this being accurately explained somewhere, preferably (but not necessarily) from a physical point of view.","Thanks for the link. It makes for a good read.
Yes. I suspect the flaw is in this multilying by $$p_{rest}$$: there is a hidden assumption there that probability of the state apart from the unit $$i$$ (a) depends only on the energy and (b) does not depend on the value of $$i$$. But in general this is not true, as unit $$i$$ projects back. This is true only in the case of thermal equilibrium, so that is how it sneaks in.
Sounds like another way to prove it, yes. But for now I am satisfied with the proof outlined above: it is so simple that one hardly needs anything else.
Can we clarify the definition of detailed balance? The way I learned it, detailed balance is that $$p#MATH$$ term, and we haven't yet discovered even unnormalized probabilities for the states.
Interesting. There are different ways of understanding this. With thermal equilibrium, you can easily go from Boltzmann distribution to the transition rule. With Markov chain, you can start with the transition rule and end up with the Boltzmann distribution. Is this what you mean, Anne?
",14,5
178,Final Exam question 15,neuralnets-2012-001,,resolves,"So many things I'm not sure about here: ""Online methods require the use of momentum, otherwise they will diverge. In full batch methods momentum is optional. "" Does ""diverge"" only mean run-away to infinity, or includes anything that doesn't converge to a specific value ? An equivalent question will be: under the ""answer's context"" does the sine function diverge as x->â just because it doesn't converge to a single value like sin#MATH
",,1,0
179,what is $$<s_isj>_V$$ ?(Lecture 12),neuralnets-2012-001,,elaborates,"My understanding of the term $$ _V$$ is that it is the expectation of $$s_is_j$$ when the net is in a thermal equilibrium and the visible units are set to $$V$$, or written more mathematically $$E^Q [ s_i s_j | V]$$. To estimate this quantity you would need to run the neural net $$N$$ times (for some large $$N$$) with the visible units clumped to $$V$$ until it settles to the equilibrium distribution, record the product $$s_is_j$$ and average over all records(these N runs). This should be done for each data vector, so if we have K data vectors we need KN runs. However in the learning algorithm by Hinton and Sejnowski as explained in the slides they apparently run the net into the stationary distribution just once per each data vector V, that is only K runs to equilibrium. How is that an estimator for $$ _V$$? Am I missing something here? Will appreciate any hint at this point! 
Now that I'm dealing with PA4, it occurred to me the same question. The notation suggests that the algorithm uses a expectation (mean) for each data case, which would require several samples just to get a Maximum Likelyhood estimate. But, if the datacases are many, the mean of one sample for each datacase over all datacases would be a good estimation anyway, so instead of wasting time to get a more accurate estimation it may be better to use that and do more training iterations.
This question, if i understand it (and i may not) also puzzled me, at least from the wording of the question in PA4. But, i will mention that you can get the right answer to Q5 by ignoring this, i.e. by taking the average over all the data cases each run one time, i.e. computing for each separate case only once and then averaging [summing and dividing by the number of cases]. And i take away from this basically the thing Miguel says, that it isn't worth doing this more precisely. It might be worthwhile to have staff comment on this issue.
Once you reach thermal equilibrium all the samples you generate are valid samples from the model distribution and you can use them to compute the expectation--you don't need to restart the chain for each sample for a training case. The expectation is over $$N$$ samples at equilibrium for the $$K$$ data points.",,4,0
180,Lecture 11b - Unlearning,neuralnets-2012-001,,elaborates,"I have a question,because I'm not sure if I really understood the actions for unlearning. The explanations to the slide ""Avoiding spurious minima by unlearning"" say, that the net starts from a random initial state, then settling down to some energy minimum. The unlearning will them be happen by applying the opposite of the storage rule. It is not really clear for me what this means and what sequence of action have to be taken. Has somebody an short explanation or a link to a place, where I can find a more detailed description?
Maybe my personal NN settled to a spurious minimum - is it correct, that the actions for unlearning are decreasing the weights between any two units by the product of their activities #MATH, and that can be done in one step an afterwards the unlearning was done?
I am aslo confused with unlearning.Maybe it is a technique which can combine many spurious minimas. Hope other guys answer this question.Very appreciated.
","Maybe my personal NN settled to a spurious minimum - is it correct, that the actions for unlearning are decreasing the weights between any two units by the product of their activities #MATH, and that can be done in one step an afterwards the unlearning was done?
",2,1
181,Lecture 14: error in calculation,neuralnets-2012-001,,resolves,"Prof. Hinton claims in Lecture 14a that $$0.9^4 = 0.43$$. But surely, $$0.9^4 = 0.66$$ while $$0.43 = 0.9^8$$.
Thank you very much for this comment. I was confused about the calculations too. Just to elaborate on your post: Consider the binary vector 1,1,0,0. â in the posterior for v1, p#MATH - If the aggregated posterior was factorial it would have p = 0.5^4 = 0.0625",,2,0
182,Lecture 15 - gentle backpropagation,neuralnets-2012-001,,resolves,"In lecture 15, Deep auto encoders, the example autoencoder does fine tuning with ""gentle backpropagation"". I would like to know more about how to do gentle backpropagation. Can someone explain or point me to papers or other online resources that explain gentle backpropagation?
It's backpropagation like in the lecture.
I would appreciate it if TA tells me which book(s) I could refer to if I want to know more about how to do a gentle back propagation... :)","It's backpropagation like in the lecture.
",2,1
183,Lecture 11-5: Examples of anomaly detection using Boltzmann machines,neuralnets-2012-001,,requests,"I am very interested in the application of Boltzmann machines to the problem of anomaly detection hinted at in Lecture 11 (nuclear power station example). I think I understand, at least theoretically, how such a system can be built. But I surely would be lost if I dare building it in practice. I am wondering if anybody is aware of relevant publications on energy-based models in application to the anomaly detection problem? Thank you very much, Vladimir",,1,0
184,Heterogeneous layers?,neuralnets-2012-001,,resolves,"All the neural networks i have seen before were using homogeneous layers with respect the activation function. Is there any theoretical reason for that?
",,1,0
185,Objective function = loss function??,neuralnets-2012-001,,elaborates,"are objective function and loss function same thing or different? 
",,1,0
186,Lecture 16a - lack of audio from 7m40s onwards,neuralnets-2012-001,,social,"When I watch lecture 16a, I don't get any audio for the demonstration of the DBM at the end of the video (from 7m40s until the end of the video). Do other people have the same problem? 
yep, just checked my headphones and then realized that the video could be self-explanatory by design :)
Yes, I'm not sure whether there is meant to be any audio. You can follow it without audio, although I think it would have been easier to follow with some audio explanation on top. I'm not sure if the lack of audio was intentional, or a technical issue. Either way, it's not a big problem!",,3,0
187,Lecture 15f RBMs behave like Contractive autoencoders?,neuralnets-2012-001,,elaborates,"First thanks Prof. Hinton for this amazing course :) In lecture 15f, when mentioned Contractive autoencoders, Hinton said RBMs behave like it. How? I mean how the RBM can make the active set sparse. Is the CD algorithm make it? I am very interesting in autoencoders :) I think there will be more relationship between RBM and autoencoders. They are too similar but from totally different point of view.",,1,0
188,Lecture 13b - the probability of orphan nodes,neuralnets-2012-001,,resolves,"In working through the math of the sigmoid belief networks, the point is made that for orphan nodes, p#MATH = 1/2, and the answer becomes very simple, which I think is incorrect. I've looked all over, but can't seem to see where I'm going wrong.
It is correct that p#MATH",,2,0
189,Lecture 16c - What are gaussian processes?,neuralnets-2012-001,,resolves,"The trick with fitting hyperparameters using some other ML algorithm seems very cool to me, but I don't exactly know what are Gaussian Processes. Does anybody have some good materials for learning about Gaussian Processes from scratch (math and ML knowledge can be assumed).
",,1,0
190,TA action required: Lecture 13-d missing subtitles after 9:58.,neuralnets-2012-001,,requests,"The lecture 13-d is missing subtitles after #TIMEREF, the file for subtitles is not having any subtitles at all for these last three minutes or so.",,1,0
191,I Can't download Lecture 16-3,neuralnets-2012-001,,social,"When I click the download link of lecture 16-3:OPTIONAL: Bayesian optimization of hyper-parameters. It show me a message below: System Error We are sorry, but an error has occurred and the details of the error message is below. If this error message persists, please contact a system administrator for more details. Error Message: Lecture not available for download. I want to know if it was really a server error or others.",,1,0
192,Where is lecture 16,neuralnets-2012-001,,social,"The final test is out and the final lecture is not. I know it is not in the qualification material, but still I need it before the course ends.
I'm sure I got an email recently saying that Lecture 16 is NOT required for the final exam nor will there be quiz for it. Having said that, I would still like to see the videos.",,2,0
193,SBN bias values?ÃÂ  [Lecture 13],neuralnets-2012-001,,resolves,,,0,0
194,Lecture 10b math Bernoulli RV?,neuralnets-2012-001,,resolves,"Hey everyone, I tried to solve the manager net cost function derivative and got the solution from lecture 10b #MATH $$ $$ \text{where } p_i = \frac{e^{x_i}}{\sum\limits_{j=1}^{N}e^{x_j}}$$ 
Your computation is wrong, because you mixed up $i$ as a summation index and $i$ as the index of variable with respect to which you are differentiating. Better change one of them to $k$, then you will spot your error.
Hi Dmitri, you are correct. Thanks for pointing out that error to me!",,3,0
195,Lecture 15b - Weights in RBM-phase and backprop phase,neuralnets-2012-001,,resolves,"Two questions: 1) The deep network is run in unsupervised RBM mode first to learn features and representations, later it is fine-tuned with back-propagation against a cross-entropy loss function. Is the latter fine-tuning a supervised process? 2) During the RBM phase the weights are used as couplings between the Boltzmann-weighted states, i.e. $$p#MATH$$ 
1) Yes, you use supervised training. 2) It's not just ""some function."" The logistic function is already present in the RBM phase, in the sense that the #MATH 
Thanks for the answers btw!
Regarding, 2) Oh yeah, I see that the $$\sigma(\cdot)$$ is already present in the RBM in the sense that the state of any one neuron has conditional probability of 1 given by the logistic function. And I definitely feel that it has a nice consistency to it, but I don't think this is enforced by any theory, is it? i.e. I'm unable to come up with a fundamental argument why it couldn't be some other function. Sure, we should chat at the next meet up!
Yes, I don't see anything that obviously breaks if you use a slightly different function.
Interesting question. I can think of two constraints on the activating function on the neurons: 1. The weights are learned with the states between 0 and 1. So the function should return values between 0 and 1. 2. The weights and the logistic functions together capture intricate logic interactions among features or inputs. Replace the logistic function with other forms may disrupt such implicit meanings. 
I have a related question. So in the back-propagation phase, the stochastic neurons in RBMs will be turned into deterministic logistic neurons taking the probability as its states. Is this right?","Thanks for the answers btw!
Yes, I don't see anything that obviously breaks if you use a slightly different function.
",5,2
196,Practicalities of Thermal Equilibrium,neuralnets-2012-001,,resolves,"I understand, or at least I think I understand, the concept of thermal equilibrium described for Hopfield and Boltzmann nets. Critically for my question I understand that the net doesn't settle down to a single state, but instead to a distribution of possible configurations. I also understand how the update rule works. So here is my confusion: we run the update rule over and over and we settle to equilibrium, but how do we know (1) how many times we need to update to reach equilibrium or similarly (2) how do we know we are in thermal equilibrium? I understand we can sample the states, but it seems to me there are $$2^N$$ possible states (for $$N$$ units), finding an unbiased sample seems long/impossible? We'd have to run the update rule a lot... I guess another way that could ask my question: When we are updating how do we know we are bouncing around in equilibrium vs still settling? This information seems hidden to us.
Good observation. In the general case, we don't know. If we're running a Markov chain to try to simulate getting to equilibrium, in the general case we don't know when we've gotten there (when we've reached ""mixing""). We can make some educated guesses, though. There are entire courses and books about the issue. (Actually I think for deterministic Hopfield nets we can tell we're at equilibrium. Once every variable is happy and doesn't want to change its state to a lower energy state, we're at equilibrium. But if variables are stochastic, in the general case we can't know if we're at equilibrium.)
I'm not an expert in this field, but my first guess in practice, given a random walk on binary vectors, would be to pick a few sets of coordinates, and see whether the projections to those coordinates has settled down using a chi-squared test to compare the middle third to the last third of the path. There is a lot of interesting mathematical work which has been done on perfect sampling procedures. I don't know how much of it has practical significance, but you can find a survey of part of the literature at [David Wilson's site][1]. Unfortunately that page seems to be about 8 years old, and many of the links are broken. Here are a few toy examples of exact sampling given a different source of randomness than the target. 1) Suppose you have an unfair coin which is heads with an unknown probability $$p$$, and you want to sample from the Bernoulli distribution $$B#MATH$$ to lose -- the last person to receive the ball is perfectly sampled from a uniform distribution, even if you don't know what $$n$$ is. It's a nice puzzle to prove this with no computation necessary. Again, the probability that this process has not terminated drops exponentially in the number of steps, with a rate which depends on $$n$$. Those are warm-ups for the technique of [""coupling from the past""][2] which was Wilson's thesis. [1]: #URLREF#URLREF~dbwilson/exact/ [2]: #URLREF#URLREF
The problem is, you can ""settle down"" in one part of the space, leaving another part of the space totally unexplored. If you think you have two sample sets from the true distribution, and you compare them, and they look wildly dissimilar, then you probably don't actually have two sample sets from the true distribution. But if you have two sample sets and they look similar, they might both be from the true distribution, or they might both be from some other distribution that is not the true distribution. I think of Markov Chain Monte Carlo as being kind of like exploring a physical space, where you don't know know anything about it. So you're exploring the haunted house. You wander through doors, and you find the kitchen with the bloody tiles, the cobwebby drawing room, the sinister living room, a bedroom with eerie music and mice running over your feet, and so forth. And your friend wanders around, and he finds the same rooms. So you might conclude that you've explored the entire space. And maybe you have, but maybe you missed that little tiny hidden trapdoor to the dungeon! Similarly, with a Markov chain, you might miss a low-probability transition to a high-probability space.",,4,0
197,Lecture 11 Hopfield nets equivalence to Markov Random Fields?,neuralnets-2012-001,,resolves,"Hi, per the discussion of Hopfield nets in Lecture 11, would it be valid to consider a mapping between them and Markov Random Fields #MATH. Is this indeed valid, or is there a point I'm missing?
Keep listening to the lectures, and the equivalence will become clearer. A stochastic Hopfield net is the same as a Markov random field. All the factors in the MRF are binary, each one corresponding to a link in the Hopfield net (or Boltzman machine).",,2,0
198,Lecture 7e: are the read/write/keep gates also trained w/backpropagation algorithm?,neuralnets-2012-001,,resolves,"In lecture 7e it is explained how the backpropagation algorithm works for RNNs with memory cells. I understand that the propagation can be done through the memory cells, since the gates provide weights to the connections to and from them. But I was wondering how the read, write and keep gates themselves are trained. Obviously, the way the cells are steered has a great impact on the net performance. Is it somehow possible to include this in the framework of backpropagation or do you need a separate strategy to train the gates? Or is this simply part of the net design? 
I wanted to know that too. Do you just set up some random read/write/keep gates in your network and hope that the right information will be stuck in them when you train?",,2,0
